"Gene" "gene_type" 
"Rv1185c" FALSE
"Rv1186c" FALSE
"Rv1187" FALSE
"Rv1188" FALSE
"Rv1189" FALSE
"Rv1190" FALSE
"Rv1191" FALSE
"Rv1192" FALSE
"Rv1193" FALSE
"Rv1194c" FALSE
"Rv1195" FALSE
"Rv1196" FALSE
"Rv1197" FALSE
"Rv1198" FALSE
"Rv1199c" FALSE
"Rv1200" FALSE
"Rv1203c" FALSE
"Rv1204c" FALSE
"Rv1205" FALSE
"Rv1206" FALSE
"Rv1207" FALSE
"Rv1209" FALSE
"Rv1210" FALSE
"Rv1211" FALSE
"Rv1212c" FALSE
"Rv1213" FALSE
"Rv1214c" FALSE
"Rv1215c" FALSE
"Rv1216c" FALSE
"Rv1217c" FALSE
"Rv1218c" FALSE
"Rv1219c" FALSE
"Rv1220c" FALSE
"Rv1221" FALSE
"Rv1222" FALSE
"Rv1223" FALSE
"Rv1224" FALSE
"Rv1225c" FALSE
"Rv1226c" FALSE
"Rv1227c" FALSE
"Rv1228" FALSE
"Rv1229c" FALSE
"Rv1230c" FALSE
"Rv1231c" FALSE
"Rv1232c" FALSE
"Rv1233c" FALSE
"Rv1234" FALSE
"Rv1235" FALSE
"Rv1236" FALSE
"Rv1237" FALSE
"Rv1238" FALSE
"Rv1239c" FALSE
"Rv1241" FALSE
"Rv1242" FALSE
"Rv1243c" FALSE
"Rv1244" FALSE
"Rv1245c" FALSE
"Rv1246c" FALSE
"Rv1247c" FALSE
"Rv1248c" FALSE
"Rv1249c" FALSE
"Rv1250" FALSE
"Rv1251c" FALSE
"Rv1252c" FALSE
"Rv1253" FALSE
"Rv1254" FALSE
"Rv1255c" FALSE
"Rv1256c" FALSE
"Rv1257c" FALSE
"Rv1258c" FALSE
"Rv1259" FALSE
"Rv1260" FALSE
"Rv1261c" FALSE
"Rv1262c" FALSE
"Rv1263" FALSE
"Rv1264" FALSE
"Rv1265" FALSE
"Rv1266c" FALSE
"Rv1267c" FALSE
"Rv1268c" FALSE
"Rv1269c" FALSE
"Rv1270c" FALSE
"Rv1271c" FALSE
"Rv1272c" FALSE
"Rv1273c" FALSE
"Rv1274" FALSE
"Rv1275" FALSE
"Rv1276c" FALSE
"Rv1277" FALSE
"Rv1278" FALSE
"Rv1279" FALSE
"Rv1280c" FALSE
"Rv1281c" FALSE
"Rv1282c" FALSE
"Rv1283c" FALSE
"Rv1284" FALSE
"Rv1285" FALSE
"Rv1286" FALSE
"Rv1287" FALSE
"Rv1288" FALSE
"Rv1289" FALSE
"Rv1290A" FALSE
"Rv1290c" FALSE
"Rv1291c" FALSE
"Rv1297" FALSE
"Rv1298" FALSE
"Rv1300" FALSE
"Rv1301" FALSE
"Rv1302" FALSE
"Rv1303" FALSE
"Rv1304" FALSE
"Rv1308" FALSE
"Rv1312" FALSE
"Rv1313c" FALSE
"Rv1314c" FALSE
"Rv1316c" FALSE
"Rv1317c" FALSE
"Rv1318c" FALSE
"Rv1319c" FALSE
"Rv1320c" FALSE
"Rv1321" FALSE
"Rv1322" FALSE
"Rv1322A" FALSE
"Rv1323" FALSE
"Rv1325c" FALSE
"Rv1328" FALSE
"Rv1329c" FALSE
"Rv1330c" FALSE
"Rv1331" FALSE
"Rv1332" FALSE
"Rv1333" FALSE
"Rv1334" FALSE
"Rv1335" FALSE
"Rv1336" FALSE
"Rv1337" FALSE
"Rv1338" FALSE
"Rv1339" FALSE
"Rv1340" FALSE
"Rv1341" FALSE
"Rv1342c" FALSE
"Rv1343c" FALSE
"Rv1344" FALSE
"Rv1345" FALSE
"Rv1346" FALSE
"Rv1347c" FALSE
"Rv1348" FALSE
"Rv1349" FALSE
"Rv1350" FALSE
"Rv1351" FALSE
"Rv1352" FALSE
"Rv1353c" FALSE
"Rv1354c" FALSE
"Rv1355c" FALSE
"Rv1356c" FALSE
"Rv1357c" FALSE
"Rv1358" FALSE
"Rv1359" FALSE
"Rv1360" FALSE
"Rv1361c" FALSE
"Rv1362c" FALSE
"Rv1363c" FALSE
"Rv1364c" FALSE
"Rv1365c" FALSE
"Rv1366" FALSE
"Rv1367c" FALSE
"Rv1368" FALSE
"Rv1369c" FALSE
"Rv1370c" FALSE
"Rv1371" FALSE
"Rv1372" FALSE
"Rv1373" FALSE
"Rv1374c" FALSE
"Rv1375" FALSE
"Rv1376" FALSE
"Rv1377c" FALSE
"Rv1378c" FALSE
"Rv1379" FALSE
"Rv1385" FALSE
"Rv1386" FALSE
"Rv1387" FALSE
"Rv1388" FALSE
"Rv1389" FALSE
"Rv1391" FALSE
"Rv1392" FALSE
"Rv1393c" FALSE
"Rv1394c" FALSE
"Rv1395" FALSE
"Rv1396c" FALSE
"Rv1397c" FALSE
"Rv1398c" FALSE
"Rv1399c" FALSE
"Rv1400c" FALSE
"Rv1401" FALSE
"Rv1402" FALSE
"Rv1403c" FALSE
"Rv1404" FALSE
"Rv1405c" FALSE
"Rv1407" FALSE
"Rv1409" FALSE
"Rv1410c" FALSE
"Rv1411c" FALSE
"Rv1412" FALSE
"Rv1413" FALSE
"Rv1414" FALSE
"Rv1417" FALSE
"Rv1418" FALSE
"Rv1419" FALSE
"Rv1420" FALSE
"Rv1421" FALSE
"Rv1422" FALSE
"Rv1423" FALSE
"Rv1424c" FALSE
"Rv1425" FALSE
"Rv1426c" FALSE
"Rv1427c" FALSE
"Rv1428c" FALSE
"Rv1429" FALSE
"Rv1430" FALSE
"Rv1431" FALSE
"Rv1432" FALSE
"Rv1433" FALSE
"Rv1434" FALSE
"Rv1435c" FALSE
"Rv1437" FALSE
"Rv1439c" FALSE
"Rv1440" FALSE
"Rv1441c" FALSE
"Rv1442" FALSE
"Rv1443c" FALSE
"Rv1444c" FALSE
"Rv1445c" FALSE
"Rv1446c" FALSE
"Rv1447c" FALSE
"Rv1448c" FALSE
"Rv1449c" FALSE
"Rv1450c" FALSE
"Rv1452c" FALSE
"Rv1453" FALSE
"Rv1454c" FALSE
"Rv1455" FALSE
"Rv1456c" FALSE
"Rv1457c" FALSE
"Rv1458c" FALSE
"Rv1459c" FALSE
"Rv1460" FALSE
"Rv1461" FALSE
"Rv1464" FALSE
"Rv1465" FALSE
"Rv1467c" FALSE
"Rv1468c" FALSE
"Rv1469" FALSE
"Rv1470" FALSE
"Rv1471" FALSE
"Rv1472" FALSE
"Rv1473" FALSE
"Rv1473A" FALSE
"Rv1474c" FALSE
"Rv1475c" FALSE
"Rv1477" FALSE
"Rv1478" FALSE
"Rv1480" FALSE
"Rv1481" FALSE
"Rv1482c" FALSE
"Rv1485" FALSE
"Rv1486c" FALSE
"Rv1487" FALSE
"Rv1488" FALSE
"Rv1489" FALSE
"Rv1489A" FALSE
"Rv1490" FALSE
"Rv1491c" FALSE
"Rv1492" FALSE
"Rv1493" FALSE
"Rv1494" FALSE
"Rv1495" FALSE
"Rv1496" FALSE
"Rv1497" FALSE
"Rv1498A" FALSE
"Rv1498c" FALSE
"Rv1499" FALSE
"Rv1500" FALSE
"Rv1501" FALSE
"Rv1502" FALSE
"Rv1503c" TRUE
"Rv1504c" FALSE
"Rv1505c" FALSE
"Rv1506c" FALSE
"Rv1507A" FALSE
"Rv1507c" FALSE
"Rv1508A" FALSE
"Rv1508c" FALSE
"Rv1509" FALSE
"Rv1510" FALSE
"Rv1511" FALSE
"Rv1512" FALSE
"Rv1513" FALSE
"Rv1514c" FALSE
"Rv1515c" FALSE
"Rv1516c" FALSE
"Rv1517" FALSE
"Rv1518" FALSE
"Rv1519" FALSE
"Rv1520" FALSE
"Rv1521" FALSE
"Rv1522c" FALSE
"Rv1523" FALSE
"Rv1524" FALSE
"Rv1525" FALSE
"Rv1526c" FALSE
"Rv1527c" FALSE
"Rv1528c" FALSE
"Rv1529" FALSE
"Rv1530" FALSE
"Rv1531" FALSE
"Rv1532c" FALSE
"Rv1533" FALSE
"Rv1534" FALSE
"Rv1535" FALSE
"Rv1536" FALSE
"Rv1537" FALSE
"Rv1538c" FALSE
"Rv1539" FALSE
"Rv1541c" FALSE
"Rv1542c" FALSE
"Rv1543" FALSE
"Rv1544" FALSE
"Rv1545" FALSE
"Rv1546" FALSE
"Rv1547" FALSE
"Rv1548c" FALSE
"Rv1549" FALSE
"Rv1550" FALSE
"Rv1551" FALSE
"Rv1552" FALSE
"Rv1553" FALSE
"Rv1554" FALSE
"Rv1555" FALSE
"Rv1556" FALSE
"Rv1557" FALSE
"Rv1558" FALSE
"Rv1559" FALSE
"Rv1560" FALSE
"Rv1561" FALSE
"Rv1562c" FALSE
"Rv1563c" FALSE
"Rv1564c" FALSE
"Rv1565c" FALSE
"Rv1566c" FALSE
"Rv1567c" FALSE
"Rv1568" FALSE
"Rv1569" FALSE
"Rv1570" FALSE
"Rv1571" FALSE
"Rv1572c" FALSE
"Rv1576c" FALSE
"Rv1577c" FALSE
"Rv1578c" FALSE
"Rv1579c" FALSE
"Rv1580c" FALSE
"Rv1581c" FALSE
"Rv1582c" FALSE
"Rv1583c" FALSE
"Rv1584c" FALSE
"Rv1585c" FALSE
"Rv1586c" FALSE
"Rv1587c" FALSE
"Rv1588c" FALSE
"Rv1589" FALSE
"Rv1590" FALSE
"Rv1591" FALSE
"Rv1592c" FALSE
"Rv1593c" FALSE
"Rv1595" FALSE
"Rv1596" FALSE
"Rv1597" FALSE
"Rv1598c" FALSE
"Rv1600" FALSE
"Rv1604" FALSE
"Rv1606" FALSE
"Rv1607" FALSE
"Rv1608c" FALSE
"Rv1609" FALSE
"Rv1613" FALSE
"Rv1614" FALSE
"Rv1615" FALSE
"Rv1616" FALSE
"Rv1617" FALSE
"Rv1618" FALSE
"Rv1619" FALSE
"Rv1620c" FALSE
"Rv1621c" FALSE
"Rv1622c" FALSE
"Rv1623c" FALSE
"Rv1624c" FALSE
"Rv1625c" FALSE
"Rv1626" FALSE
"Rv1627c" FALSE
"Rv1628c" FALSE
"Rv1629" FALSE
"Rv1630" FALSE
"Rv1631" FALSE
"Rv1632c" FALSE
"Rv1633" FALSE
"Rv1634" FALSE
"Rv1635c" FALSE
"Rv1636" FALSE
"Rv1637c" FALSE
"Rv1638" FALSE
"Rv1639c" FALSE
"Rv1640c" FALSE
"Rv1641" FALSE
"Rv1643" FALSE
"Rv1644" FALSE
"Rv1645c" FALSE
"Rv1646" FALSE
"Rv1647" FALSE
"Rv1648" FALSE
"Rv1651c" FALSE
"Rv1653" FALSE
"Rv1657" FALSE
"Rv1660" FALSE
"Rv1661" FALSE
"Rv1662" FALSE
"Rv1663" FALSE
"Rv1664" FALSE
"Rv1665" FALSE
"Rv1666c" FALSE
"Rv1667c" TRUE
"Rv1668c" FALSE
"Rv1669" FALSE
"Rv1670" FALSE
"Rv1671" FALSE
"Rv1672c" FALSE
"Rv1673c" FALSE
"Rv1674c" FALSE
"Rv1675c" FALSE
"Rv1676" FALSE
"Rv1677" FALSE
"Rv1678" FALSE
"Rv1679" FALSE
"Rv1680" FALSE
"Rv1681" FALSE
"Rv1682" FALSE
"Rv1683" FALSE
"Rv1686c" FALSE
"Rv1687c" FALSE
"Rv1688" FALSE
"Rv1690" FALSE
"Rv1691" FALSE
"Rv1692" FALSE
"Rv1693" FALSE
"Rv1694" FALSE
"Rv1696" FALSE
"Rv1698" FALSE
"Rv1699" FALSE
"Rv1700" FALSE
"Rv1701" FALSE
"Rv1702c" FALSE
"Rv1703c" FALSE
"Rv1704c" FALSE
"Rv1705c" FALSE
"Rv1706c" FALSE
"Rv1707" FALSE
"Rv1708" FALSE
"Rv1709" FALSE
"Rv1710" FALSE
"Rv1712" FALSE
"Rv1714" FALSE
"Rv1715" FALSE
"Rv1716" FALSE
"Rv1717" FALSE
"Rv1718" FALSE
"Rv1719" FALSE
"Rv1720c" FALSE
"Rv1721c" FALSE
"Rv1722" FALSE
"Rv1723" FALSE
"Rv1724c" FALSE
"Rv1725c" FALSE
"Rv1726" FALSE
"Rv1727" FALSE
"Rv1728c" FALSE
"Rv1729c" FALSE
"Rv1730c" FALSE
"Rv1731" FALSE
"Rv1732c" FALSE
"Rv1733c" FALSE
"Rv1734c" FALSE
"Rv1735c" FALSE
"Rv1736c" FALSE
"Rv1737c" FALSE
"Rv1738" FALSE
"Rv1739c" FALSE
"Rv1740" FALSE
"Rv1741" FALSE
"Rv1742" FALSE
"Rv1743" FALSE
"Rv1744c" FALSE
"Rv1745c" FALSE
"Rv1746" FALSE
"Rv1747" FALSE
"Rv1748" FALSE
"Rv1749c" FALSE
"Rv1750c" FALSE
"Rv1751" FALSE
"Rv1752" FALSE
"Rv1753c" FALSE
"Rv1754c" FALSE
"Rv1755c" FALSE
"Rv1756c" FALSE
"Rv1757c" FALSE
"Rv1758" FALSE
"Rv1759c" FALSE
"Rv1760" FALSE
"Rv1761c" FALSE
"Rv1762c" FALSE
"Rv1763" FALSE
"Rv1764" FALSE
"Rv1765A" FALSE
"Rv1765c" FALSE
"Rv1766" FALSE
"Rv1767" FALSE
"Rv1768" FALSE
"Rv1769" FALSE
"Rv1770" FALSE
"Rv1771" FALSE
"Rv1772" FALSE
"Rv1773c" FALSE
"Rv1774" FALSE
"Rv1775" FALSE
"Rv1776c" FALSE
"Rv1777" FALSE
"Rv1778c" FALSE
"Rv1779c" FALSE
"Rv1780" FALSE
"Rv1781c" FALSE
"Rv1783" FALSE
"Rv1785c" FALSE
"Rv1786" FALSE
"Rv1787" FALSE
"Rv1788" FALSE
"Rv1789" FALSE
"Rv1790" FALSE
"Rv1791" FALSE
"Rv1793" FALSE
"Rv1796" FALSE
"Rv1797" FALSE
"Rv1798" FALSE
"Rv1799" FALSE
"Rv1800" FALSE
"Rv1801" FALSE
"Rv1802" FALSE
"Rv1803c" FALSE
"Rv1804c" FALSE
"Rv1806" FALSE
"Rv1807" FALSE
"Rv1808" FALSE
"Rv1809" FALSE
"Rv1810" FALSE
"Rv1811" FALSE
"Rv1812c" FALSE
"Rv1813c" FALSE
"Rv1814" FALSE
"Rv1815" FALSE
"Rv1816" FALSE
"Rv1817" FALSE
"Rv1818c" FALSE
"Rv1819c" FALSE
"Rv1820" FALSE
"Rv1821" FALSE
"Rv1822" FALSE
"Rv1823" FALSE
"Rv1824" FALSE
"Rv1825" FALSE
"Rv1829" FALSE
"Rv1830" FALSE
"Rv1831" FALSE
"Rv1832" FALSE
"Rv1833c" FALSE
"Rv1834" FALSE
"Rv1835c" FALSE
"Rv1836c" FALSE
"Rv1837c" FALSE
"Rv1838c" FALSE
"Rv1839c" FALSE
"Rv1840c" FALSE
"Rv1841c" FALSE
"Rv1842c" FALSE
"Rv1843c" FALSE
"Rv1844c" FALSE
"Rv1845c" FALSE
"Rv1846c" FALSE
"Rv1847" FALSE
"Rv1848" FALSE
"Rv1849" FALSE
"Rv1850" FALSE
"Rv1851" FALSE
"Rv1852" FALSE
"Rv1853" FALSE
"Rv1854c" FALSE
"Rv1855c" FALSE
"Rv1856c" FALSE
"Rv1857" FALSE
"Rv1858" FALSE
"Rv1859" FALSE
"Rv1860" FALSE
"Rv1861" FALSE
"Rv1862" FALSE
"Rv1863c" FALSE
"Rv1864c" FALSE
"Rv1865c" FALSE
"Rv1866" FALSE
"Rv1867" FALSE
"Rv1868" FALSE
"Rv1869c" FALSE
"Rv1870c" FALSE
"Rv1871c" FALSE
"Rv1872c" FALSE
"Rv1873" FALSE
"Rv1874" FALSE
"Rv1875" FALSE
"Rv1876" FALSE
"Rv1877" FALSE
"Rv1878" FALSE
"Rv1879" FALSE
"Rv1880c" FALSE
"Rv1881c" FALSE
"Rv1882c" FALSE
"Rv1883c" FALSE
"Rv1884c" FALSE
"Rv1885c" FALSE
"Rv1886c" FALSE
"Rv1887" FALSE
"Rv1888A" TRUE
"Rv1888c" FALSE
"Rv1889c" FALSE
"Rv1890c" FALSE
"Rv1891" FALSE
"Rv1892" FALSE
"Rv1894c" FALSE
"Rv1895" FALSE
"Rv1896c" FALSE
"Rv1897c" FALSE
"Rv1898" FALSE
"Rv1899c" FALSE
"Rv1900c" FALSE
"Rv1901" FALSE
"Rv1902c" FALSE
"Rv1903" FALSE
"Rv1904" FALSE
"Rv1905c" FALSE
"Rv1906c" FALSE
"Rv1907c" FALSE
"Rv1908c" FALSE
"Rv1909c" FALSE
"Rv1910c" FALSE
"Rv1911c" FALSE
"Rv1912c" FALSE
"Rv1913" FALSE
"Rv1914c" FALSE
"Rv1915" FALSE
"Rv1916" FALSE
"Rv1917c" FALSE
"Rv1918c" FALSE
"Rv1919c" FALSE
"Rv1920" FALSE
"Rv1921c" FALSE
"Rv1922" FALSE
"Rv1923" FALSE
"Rv1924c" FALSE
"Rv1925" FALSE
"Rv1926c" FALSE
"Rv1927" FALSE
"Rv1928c" FALSE
"Rv1929c" FALSE
"Rv1930c" FALSE
"Rv1931c" FALSE
"Rv1932" FALSE
"Rv1933c" FALSE
"Rv1934c" FALSE
"Rv1935c" FALSE
"Rv1936" FALSE
"Rv1937" FALSE
"Rv1938" FALSE
"Rv1939" FALSE
"Rv1940" FALSE
"Rv1941" FALSE
"Rv1942c" FALSE
"Rv1943c" FALSE
"Rv1944c" FALSE
"Rv1945" FALSE
"Rv1946c" FALSE
"Rv1947" FALSE
"Rv1948c" FALSE
"Rv1949c" FALSE
"Rv1950c" FALSE
"Rv1951c" FALSE
"Rv1952" FALSE
"Rv1953" FALSE
"Rv1954c" FALSE
"Rv1955" FALSE
"Rv1956" FALSE
"Rv1957" FALSE
"Rv1958c" FALSE
"Rv1959c" FALSE
"Rv1960c" FALSE
"Rv1961" FALSE
"Rv1962c" FALSE
"Rv1963c" FALSE
"Rv1964" FALSE
"Rv1965" FALSE
"Rv1966" FALSE
"Rv1967" FALSE
"Rv1968" FALSE
"Rv1969" FALSE
"Rv1970" FALSE
"Rv1971" FALSE
"Rv1972" FALSE
"Rv1973" FALSE
"Rv1974" FALSE
"Rv1975" FALSE
"Rv1976c" FALSE
"Rv1977" FALSE
"Rv1978" FALSE
"Rv1979c" FALSE
"Rv1980c" FALSE
"Rv1981c" FALSE
"Rv1982c" FALSE
"Rv1983" FALSE
"Rv1984c" FALSE
"Rv1985c" FALSE
"Rv1986" FALSE
"Rv1987" FALSE
"Rv1988" FALSE
"Rv1989c" FALSE
"Rv1990A" FALSE
"Rv1991c" FALSE
"Rv1992c" FALSE
"Rv1993c" FALSE
"Rv1994c" FALSE
"Rv1995" FALSE
"Rv1996" FALSE
"Rv1997" FALSE
"Rv1998c" FALSE
"Rv1999c" FALSE
"Rv2000" FALSE
"Rv2001" FALSE
"Rv2002" FALSE
"Rv2003c" FALSE
"Rv2004c" FALSE
"Rv2005c" FALSE
"Rv2006" FALSE
"Rv2007c" FALSE
"Rv2008c" FALSE
"Rv2009" FALSE
"Rv2010" FALSE
"Rv2011c" FALSE
"Rv2012" FALSE
"Rv2014" FALSE
"Rv2015c" FALSE
"Rv2016" FALSE
"Rv2018" FALSE
"Rv2019" FALSE
"Rv2020c" FALSE
"Rv2021c" FALSE
"Rv2022c" FALSE
"Rv2023c" FALSE
"Rv2024c" FALSE
"Rv2025c" FALSE
"Rv2026c" FALSE
"Rv2027c" FALSE
"Rv2028c" FALSE
"Rv2029c" FALSE
"Rv2030c" FALSE
"Rv2031c" FALSE
"Rv2032" FALSE
"Rv2033c" FALSE
"Rv2035" FALSE
"Rv2036" FALSE
"Rv2037c" FALSE
"Rv2038c" FALSE
"Rv2039c" FALSE
"Rv2040c" FALSE
"Rv2041c" FALSE
"Rv2042c" FALSE
"Rv2043c" FALSE
"Rv2044c" FALSE
"Rv2045c" FALSE
"Rv2046" FALSE
"Rv2047c" FALSE
"Rv2048c" FALSE
"Rv2049c" FALSE
"Rv2050" FALSE
"Rv2051c" FALSE
"Rv2052c" FALSE
"Rv2053c" FALSE
"Rv2054" FALSE
"Rv2055c" FALSE
"Rv2056c" FALSE
"Rv2057c" FALSE
"Rv2058c" FALSE
"Rv2059" FALSE
"Rv2061c" FALSE
"Rv2062c" FALSE
"Rv2064" FALSE
"Rv2065" FALSE
"Rv2066" FALSE
"Rv2067c" FALSE
"Rv2068c" FALSE
"Rv2069" FALSE
"Rv2070c" FALSE
"Rv2071c" FALSE
"Rv2072c" FALSE
"Rv2073c" FALSE
"Rv2074" FALSE
"Rv2075c" FALSE
"Rv2076c" FALSE
"Rv2077A" FALSE
"Rv2077c" FALSE
"Rv2078" FALSE
"Rv2079" FALSE
"Rv2080" FALSE
"Rv2081c" FALSE
"Rv2082" FALSE
"Rv2083" FALSE
"Rv2084" FALSE
"Rv2086" FALSE
"Rv2087" FALSE
"Rv2088" FALSE
"Rv2089c" FALSE
"Rv2090" FALSE
"Rv2091c" FALSE
"Rv2092c" FALSE
"Rv2093c" FALSE
"Rv2095c" FALSE
"Rv2096c" FALSE
"Rv2097c" FALSE
"Rv2100" FALSE
"Rv2101" FALSE
"Rv2102" FALSE
"Rv2103c" FALSE
"Rv2104c" FALSE
"Rv2105" FALSE
"Rv2106" FALSE
"Rv2107" FALSE
"Rv2108" FALSE
"Rv2109c" FALSE
"Rv2110c" FALSE
"Rv2112c" FALSE
"Rv2113" FALSE
"Rv2114" FALSE
"Rv2115c" FALSE
"Rv2116" FALSE
"Rv2117" FALSE
"Rv2118c" FALSE
"Rv2119" FALSE
"Rv2120c" FALSE
"Rv2123" FALSE
"Rv2124c" FALSE
"Rv2125" FALSE
"Rv2126c" FALSE
"Rv2127" FALSE
"Rv2128" FALSE
"Rv2129c" FALSE
"Rv2130c" FALSE
"Rv2131c" FALSE
"Rv2132" FALSE
"Rv2133c" FALSE
"Rv2134c" FALSE
"Rv2135c" FALSE
"Rv2136c" FALSE
"Rv2137c" FALSE
"Rv2138" FALSE
"Rv2139" FALSE
"Rv2140c" FALSE
"Rv2141c" FALSE
"Rv2142c" FALSE
"Rv2143" FALSE
"Rv2144c" FALSE
"Rv2146c" FALSE
"Rv2147c" FALSE
"Rv2148c" FALSE
"Rv2149c" FALSE
"Rv2151c" FALSE
"Rv2152c" FALSE
"Rv2154c" FALSE
"Rv2156c" FALSE
"Rv2159c" FALSE
"Rv2160A" FALSE
"Rv2160c" TRUE
"Rv2161c" FALSE
"Rv2162c" FALSE
"Rv2163c" FALSE
"Rv2164c" FALSE
"Rv2165c" FALSE
"Rv2166c" FALSE
"Rv2167c" FALSE
"Rv2168c" FALSE
"Rv2169c" FALSE
"Rv2170" FALSE
"Rv2171" FALSE
"Rv2172c" FALSE
"Rv2173" FALSE
"Rv2174" FALSE
"Rv2175c" FALSE
"Rv2176" FALSE
"Rv2177c" FALSE
"Rv2178c" FALSE
"Rv2179c" FALSE
"Rv2180c" FALSE
"Rv2181" FALSE
"Rv2182c" FALSE
"Rv2183c" FALSE
"Rv2184c" FALSE
"Rv2185c" FALSE
"Rv2186c" FALSE
"Rv2187" FALSE
"Rv2189c" FALSE
"Rv2190c" FALSE
"Rv2191" FALSE
"Rv2195" FALSE
"Rv2196" FALSE
"Rv2197c" FALSE
"Rv2198c" FALSE
"Rv2199c" FALSE
"Rv2200c" FALSE
"Rv2201" FALSE
"Rv2203" FALSE
"Rv2204c" FALSE
"Rv2205c" FALSE
"Rv2206" FALSE
"Rv2207" FALSE
"Rv2208" FALSE
"Rv2209" FALSE
"Rv2210c" FALSE
"Rv2211c" FALSE
"Rv2212" FALSE
"Rv2213" FALSE
"Rv2214c" FALSE
"Rv2216" FALSE
"Rv2217" FALSE
"Rv2218" FALSE
"Rv2219" FALSE
"Rv2219A" FALSE
"Rv2220" FALSE
"Rv2221c" FALSE
"Rv2222c" FALSE
"Rv2223c" FALSE
"Rv2224c" FALSE
"Rv2226" FALSE
"Rv2227" FALSE
"Rv2228c" FALSE
"Rv2229c" FALSE
"Rv2230c" FALSE
"Rv2231c" FALSE
"Rv2232" FALSE
"Rv2234" FALSE
"Rv2236c" FALSE
"Rv2237" FALSE
"Rv2238c" FALSE
"Rv2239c" FALSE
"Rv2240c" FALSE
"Rv2241" FALSE
"Rv2242" FALSE
"Rv2243" FALSE
"Rv2247" FALSE
"Rv2248" FALSE
"Rv2249c" FALSE
"Rv2250c" FALSE
"Rv2251" FALSE
"Rv2252" FALSE
"Rv2253" FALSE
"Rv2254c" FALSE
"Rv2255c" FALSE
"Rv2256c" FALSE
"Rv2257c" FALSE
"Rv2258c" FALSE
"Rv2259" FALSE
"Rv2260" FALSE
"Rv2261c" TRUE
"Rv2262c" FALSE
"Rv2263" FALSE
"Rv2264c" FALSE
"Rv2265" FALSE
"Rv2266" FALSE
"Rv2267c" FALSE
"Rv2268c" FALSE
"Rv2269c" FALSE
"Rv2270" FALSE
"Rv2271" FALSE
"Rv2273" FALSE
"Rv2274c" FALSE
"Rv2275" FALSE
"Rv2276" FALSE
"Rv2277c" FALSE
"Rv2278" FALSE
"Rv2279" FALSE
"Rv2280" FALSE
"Rv2281" FALSE
"Rv2282c" FALSE
"Rv2283" FALSE
"Rv2284" FALSE
"Rv2285" FALSE
"Rv2286c" FALSE
"Rv2287" FALSE
"Rv2288" FALSE
"Rv2289" FALSE
"Rv2290" FALSE
"Rv2291" FALSE
"Rv2292c" FALSE
"Rv2293c" FALSE
"Rv2294" FALSE
"Rv2295" FALSE
"Rv2296" FALSE
"Rv2297" FALSE
"Rv2298" FALSE
"Rv2299c" FALSE
"Rv2300c" FALSE
"Rv2301" FALSE
"Rv2302" FALSE
"Rv2303c" FALSE
"Rv2304c" FALSE
"Rv2305" FALSE
"Rv2306A" TRUE
"Rv2306B" FALSE
"Rv2307A" FALSE
"Rv2307B" FALSE
"Rv2307c" FALSE
"Rv2307D" FALSE
"Rv2308" FALSE
"Rv2309A" FALSE
"Rv2309c" FALSE
"Rv2310" FALSE
"Rv2311" FALSE
"Rv2312" FALSE
"Rv2313c" FALSE
"Rv2314c" FALSE
"Rv2315c" FALSE
"Rv2316" FALSE
"Rv2317" FALSE
"Rv2318" FALSE
"Rv2319c" FALSE
"Rv2320c" FALSE
"Rv2321c" FALSE
"Rv2322c" FALSE
"Rv2323c" FALSE
"Rv2324" FALSE
"Rv2325c" FALSE
"Rv2326c" FALSE
"Rv2327" FALSE
"Rv2328" FALSE
"Rv2329c" FALSE
"Rv2330c" FALSE
"Rv2331" FALSE
"Rv2331A" FALSE
"Rv2332" FALSE
"Rv2333c" FALSE
"Rv2334" FALSE
"Rv2335" FALSE
"Rv2336" FALSE
"Rv2337c" FALSE
"Rv2338c" FALSE
"Rv2339" FALSE
"Rv2340c" FALSE
"Rv2341" FALSE
"Rv2342" FALSE
"Rv2344c" FALSE
"Rv2345" FALSE
"Rv2346c" FALSE
"Rv2347c" FALSE
"Rv2348c" FALSE
"Rv2349c" FALSE
"Rv2350c" FALSE
"Rv2351c" FALSE
"Rv2352c" FALSE
"Rv2353c" FALSE
"Rv2354" FALSE
"Rv2355" FALSE
"Rv2356c" FALSE
"Rv2357c" FALSE
"Rv2358" FALSE
"Rv2359" FALSE
"Rv2360c" FALSE
"Rv2361c" FALSE
"Rv2362c" FALSE
"Rv2363" FALSE
"Rv2364c" FALSE
"Rv2365c" FALSE
"Rv2366c" FALSE
"Rv2367c" FALSE
"Rv2368c" FALSE
"Rv2369c" FALSE
"Rv2370c" FALSE
"Rv2372c" FALSE
"Rv2373c" FALSE
"Rv2374c" FALSE
"Rv2375" FALSE
"Rv2376c" FALSE
"Rv2377c" FALSE
"Rv2378c" FALSE
"Rv2379c" FALSE
"Rv2380c" FALSE
"Rv2381c" FALSE
"Rv2383c" FALSE
"Rv2384" FALSE
"Rv2385" FALSE
"Rv2386c" FALSE
"Rv2387" FALSE
"Rv2388c" FALSE
"Rv2389c" FALSE
"Rv2390c" FALSE
"Rv2391" FALSE
"Rv2393" FALSE
"Rv2394" FALSE
"Rv2395" FALSE
"Rv2396" FALSE
"Rv2397c" FALSE
"Rv2398c" FALSE
"Rv2400c" FALSE
