"Gene" "gene_type" 
"Rv2401" FALSE
"Rv2401A" FALSE
"Rv2402" FALSE
"Rv2403c" FALSE
"Rv2404c" FALSE
"Rv2405" FALSE
"Rv2406c" FALSE
"Rv2407" FALSE
"Rv2408" FALSE
"Rv2409c" FALSE
"Rv2410c" FALSE
"Rv2411c" FALSE
"Rv2414c" FALSE
"Rv2415c" FALSE
"Rv2416c" FALSE
"Rv2417c" FALSE
"Rv2418c" FALSE
"Rv2419c" FALSE
"Rv2420c" FALSE
"Rv2422" FALSE
"Rv2423" FALSE
"Rv2424c" FALSE
"Rv2425c" FALSE
"Rv2426c" FALSE
"Rv2427c" FALSE
"Rv2428" FALSE
"Rv2429" FALSE
"Rv2430c" FALSE
"Rv2431c" FALSE
"Rv2432c" FALSE
"Rv2433c" FALSE
"Rv2434c" FALSE
"Rv2435c" FALSE
"Rv2436" FALSE
"Rv2437" FALSE
"Rv2438c" FALSE
"Rv2441c" FALSE
"Rv2442c" FALSE
"Rv2443" FALSE
"Rv2444c" FALSE
"Rv2445c" FALSE
"Rv2446c" FALSE
"Rv2449c" FALSE
"Rv2450c" FALSE
"Rv2451" FALSE
"Rv2452c" FALSE
"Rv2453c" FALSE
"Rv2454c" FALSE
"Rv2455c" FALSE
"Rv2456c" FALSE
"Rv2457c" FALSE
"Rv2458" FALSE
"Rv2459" FALSE
"Rv2462c" FALSE
"Rv2463" FALSE
"Rv2464c" FALSE
"Rv2466c" FALSE
"Rv2467" FALSE
"Rv2468c" FALSE
"Rv2469c" FALSE
"Rv2470" FALSE
"Rv2471" FALSE
"Rv2472" FALSE
"Rv2473" FALSE
"Rv2474c" FALSE
"Rv2475c" FALSE
"Rv2476c" FALSE
"Rv2477c" FALSE
"Rv2478c" FALSE
"Rv2479c" FALSE
"Rv2480c" FALSE
"Rv2481c" FALSE
"Rv2482c" FALSE
"Rv2483c" FALSE
"Rv2484c" FALSE
"Rv2485c" FALSE
"Rv2486" FALSE
"Rv2487c" FALSE
"Rv2488c" FALSE
"Rv2489c" FALSE
"Rv2490c" FALSE
"Rv2491" FALSE
"Rv2492" FALSE
"Rv2494" FALSE
"Rv2495c" FALSE
"Rv2496c" FALSE
"Rv2497c" FALSE
"Rv2498c" FALSE
"Rv2499c" FALSE
"Rv2500c" FALSE
"Rv2501c" FALSE
"Rv2502c" FALSE
"Rv2503c" FALSE
"Rv2504c" FALSE
"Rv2505c" FALSE
"Rv2506" FALSE
"Rv2507" FALSE
"Rv2508c" FALSE
"Rv2509" FALSE
"Rv2510c" FALSE
"Rv2511" FALSE
"Rv2512c" FALSE
"Rv2513" FALSE
"Rv2514c" FALSE
"Rv2515c" FALSE
"Rv2516c" FALSE
"Rv2517c" FALSE
"Rv2518c" FALSE
"Rv2519" FALSE
"Rv2521" FALSE
"Rv2522c" FALSE
"Rv2524c" FALSE
"Rv2525c" FALSE
"Rv2526" FALSE
"Rv2527" FALSE
"Rv2528c" FALSE
"Rv2529" FALSE
"Rv2530A" FALSE
"Rv2530c" FALSE
"Rv2531c" FALSE
"Rv2532c" FALSE
"Rv2535c" FALSE
"Rv2536" FALSE
"Rv2537c" FALSE
"Rv2540c" FALSE
"Rv2542" FALSE
"Rv2543" FALSE
"Rv2544" FALSE
"Rv2545" FALSE
"Rv2546" FALSE
"Rv2547" FALSE
"Rv2548" FALSE
"Rv2549c" FALSE
"Rv2550c" FALSE
"Rv2552c" FALSE
"Rv2553c" FALSE
"Rv2556c" FALSE
"Rv2557" FALSE
"Rv2558" FALSE
"Rv2559c" FALSE
"Rv2560" FALSE
"Rv2561" TRUE
"Rv2562" FALSE
"Rv2563" FALSE
"Rv2564" FALSE
"Rv2565" FALSE
"Rv2566" FALSE
"Rv2567" FALSE
"Rv2568c" FALSE
"Rv2569c" FALSE
"Rv2570" FALSE
"Rv2571c" FALSE
"Rv2573" FALSE
"Rv2574" FALSE
"Rv2575" FALSE
"Rv2576c" FALSE
"Rv2577" FALSE
"Rv2578c" FALSE
"Rv2579" FALSE
"Rv2581c" FALSE
"Rv2582" FALSE
"Rv2583c" FALSE
"Rv2584c" FALSE
"Rv2585c" FALSE
"Rv2586c" FALSE
"Rv2587c" FALSE
"Rv2588c" FALSE
"Rv2589" FALSE
"Rv2590" FALSE
"Rv2591" FALSE
"Rv2592c" FALSE
"Rv2593c" FALSE
"Rv2594c" FALSE
"Rv2596" FALSE
"Rv2597" FALSE
"Rv2598" FALSE
"Rv2599" FALSE
"Rv2600" FALSE
"Rv2601" FALSE
"Rv2602" FALSE
"Rv2603c" FALSE
"Rv2604c" FALSE
"Rv2605c" FALSE
"Rv2606c" FALSE
"Rv2607" FALSE
"Rv2608" FALSE
"Rv2609c" FALSE
"Rv2613c" FALSE
"Rv2614A" FALSE
"Rv2614c" FALSE
"Rv2615c" FALSE
"Rv2616" FALSE
"Rv2617c" FALSE
"Rv2618" FALSE
"Rv2619c" FALSE
"Rv2620c" FALSE
"Rv2621c" FALSE
"Rv2622" FALSE
"Rv2623" FALSE
"Rv2624c" FALSE
"Rv2625c" FALSE
"Rv2626c" FALSE
"Rv2627c" FALSE
"Rv2628" FALSE
"Rv2629" FALSE
"Rv2630" FALSE
"Rv2631" FALSE
"Rv2632c" FALSE
"Rv2633c" FALSE
"Rv2634c" FALSE
"Rv2635" FALSE
"Rv2636" FALSE
"Rv2637" FALSE
"Rv2638" FALSE
"Rv2639c" FALSE
"Rv2640c" FALSE
"Rv2641" FALSE
"Rv2642" FALSE
"Rv2643" FALSE
"Rv2644c" FALSE
"Rv2645" FALSE
"Rv2646" FALSE
"Rv2647" FALSE
"Rv2648" FALSE
"Rv2649" FALSE
"Rv2650c" FALSE
"Rv2651c" FALSE
"Rv2652c" FALSE
"Rv2655c" FALSE
"Rv2656c" FALSE
"Rv2657c" FALSE
"Rv2658c" FALSE
"Rv2659c" FALSE
"Rv2660c" FALSE
"Rv2661c" FALSE
"Rv2662" FALSE
"Rv2663" FALSE
"Rv2665" FALSE
"Rv2666" FALSE
"Rv2667" FALSE
"Rv2668" FALSE
"Rv2669" FALSE
"Rv2670c" FALSE
"Rv2671" FALSE
"Rv2672" FALSE
"Rv2673" FALSE
"Rv2674" FALSE
"Rv2675c" FALSE
"Rv2677c" FALSE
"Rv2678c" FALSE
"Rv2679" FALSE
"Rv2680" FALSE
"Rv2681" FALSE
"Rv2682c" FALSE
"Rv2683" FALSE
"Rv2684" FALSE
"Rv2685" FALSE
"Rv2686c" FALSE
"Rv2687c" FALSE
"Rv2688c" FALSE
"Rv2689c" FALSE
"Rv2690c" FALSE
"Rv2691" FALSE
"Rv2692" FALSE
"Rv2693c" FALSE
"Rv2694c" FALSE
"Rv2695" FALSE
"Rv2696c" FALSE
"Rv2699c" FALSE
"Rv2700" FALSE
"Rv2701c" FALSE
"Rv2702" FALSE
"Rv2704" FALSE
"Rv2705c" FALSE
"Rv2706c" FALSE
"Rv2707" FALSE
"Rv2708c" FALSE
"Rv2709" FALSE
"Rv2710" FALSE
"Rv2712c" FALSE
"Rv2713" FALSE
"Rv2714" FALSE
"Rv2715" FALSE
"Rv2716" FALSE
"Rv2717c" FALSE
"Rv2718c" FALSE
"Rv2719c" FALSE
"Rv2721c" FALSE
"Rv2722" FALSE
"Rv2723" FALSE
"Rv2724c" FALSE
"Rv2725c" FALSE
"Rv2727c" FALSE
"Rv2728c" FALSE
"Rv2729c" FALSE
"Rv2730" FALSE
"Rv2731" FALSE
"Rv2732c" FALSE
"Rv2733c" FALSE
"Rv2734" FALSE
"Rv2735c" FALSE
"Rv2736c" FALSE
"Rv2737A" FALSE
"Rv2737c" FALSE
"Rv2738c" FALSE
"Rv2739c" FALSE
"Rv2740" FALSE
"Rv2741" FALSE
"Rv2742c" FALSE
"Rv2743c" FALSE
"Rv2744c" FALSE
"Rv2745c" FALSE
"Rv2747" FALSE
"Rv2748c" FALSE
"Rv2749" FALSE
"Rv2750" FALSE
"Rv2751" FALSE
"Rv2752c" FALSE
"Rv2754c" FALSE
"Rv2755c" FALSE
"Rv2756c" FALSE
"Rv2757c" FALSE
"Rv2758c" FALSE
"Rv2759c" FALSE
"Rv2760c" FALSE
"Rv2761c" FALSE
"Rv2762c" FALSE
"Rv2765" FALSE
"Rv2766c" FALSE
"Rv2767c" FALSE
"Rv2768c" FALSE
"Rv2769c" FALSE
"Rv2770c" FALSE
"Rv2771c" FALSE
"Rv2772c" FALSE
"Rv2773c" FALSE
"Rv2774c" FALSE
"Rv2775" FALSE
"Rv2776c" FALSE
"Rv2777c" FALSE
"Rv2778c" FALSE
"Rv2779c" FALSE
"Rv2780" FALSE
"Rv2781c" FALSE
"Rv2782c" FALSE
"Rv2784c" FALSE
"Rv2785c" FALSE
"Rv2787" FALSE
"Rv2788" FALSE
"Rv2789c" FALSE
"Rv2790c" FALSE
"Rv2791c" FALSE
"Rv2792c" FALSE
"Rv2793c" FALSE
"Rv2794c" FALSE
"Rv2795c" FALSE
"Rv2796c" FALSE
"Rv2797c" FALSE
"Rv2798c" FALSE
"Rv2799" FALSE
"Rv2800" FALSE
"Rv2801c" FALSE
"Rv2802c" FALSE
"Rv2803" FALSE
"Rv2804c" FALSE
"Rv2805" FALSE
"Rv2806" FALSE
"Rv2807" FALSE
"Rv2808" FALSE
"Rv2809" FALSE
"Rv2810c" FALSE
"Rv2811" FALSE
"Rv2812" FALSE
"Rv2813" FALSE
"Rv2814c" FALSE
"Rv2815c" FALSE
"Rv2816c" FALSE
"Rv2817c" FALSE
"Rv2818c" FALSE
"Rv2819c" FALSE
"Rv2820c" FALSE
"Rv2821c" FALSE
"Rv2822c" FALSE
"Rv2823c" FALSE
"Rv2824c" FALSE
"Rv2825c" FALSE
"Rv2826c" FALSE
"Rv2828c" FALSE
"Rv2829c" FALSE
"Rv2830c" FALSE
"Rv2831" FALSE
"Rv2832c" FALSE
"Rv2833c" FALSE
"Rv2834c" FALSE
"Rv2835c" FALSE
"Rv2836c" FALSE
"Rv2837c" FALSE
"Rv2838c" FALSE
"Rv2839c" FALSE
"Rv2840c" FALSE
"Rv2841c" FALSE
"Rv2842c" FALSE
"Rv2843" FALSE
"Rv2844" FALSE
"Rv2845c" FALSE
"Rv2846c" FALSE
"Rv2848c" FALSE
"Rv2849c" FALSE
"Rv2850c" FALSE
"Rv2851c" FALSE
"Rv2852c" FALSE
"Rv2853" FALSE
"Rv2854" FALSE
"Rv2855" FALSE
"Rv2856" FALSE
"Rv2857c" FALSE
"Rv2858c" FALSE
"Rv2859c" FALSE
"Rv2860c" FALSE
"Rv2861c" FALSE
"Rv2862c" FALSE
"Rv2863" FALSE
"Rv2864c" FALSE
"Rv2865" FALSE
"Rv2866" FALSE
"Rv2867c" FALSE
"Rv2868c" FALSE
"Rv2869c" FALSE
"Rv2870c" FALSE
"Rv2871" FALSE
"Rv2872" FALSE
"Rv2873" FALSE
"Rv2874" FALSE
"Rv2875" FALSE
"Rv2876" FALSE
"Rv2877c" FALSE
"Rv2878c" FALSE
"Rv2879c" FALSE
"Rv2880c" FALSE
"Rv2881c" FALSE
"Rv2882c" FALSE
"Rv2883c" FALSE
"Rv2884" FALSE
"Rv2885c" FALSE
"Rv2886c" FALSE
"Rv2887" FALSE
"Rv2888c" FALSE
"Rv2891" FALSE
"Rv2892c" FALSE
"Rv2893" FALSE
"Rv2894c" FALSE
"Rv2895c" FALSE
"Rv2896c" FALSE
"Rv2897c" FALSE
"Rv2898c" FALSE
"Rv2899c" FALSE
"Rv2900c" FALSE
"Rv2901c" FALSE
"Rv2902c" FALSE
"Rv2904c" FALSE
"Rv2905" FALSE
"Rv2906c" FALSE
"Rv2907c" FALSE
"Rv2910c" FALSE
"Rv2911" FALSE
"Rv2912c" FALSE
"Rv2913c" FALSE
"Rv2914c" FALSE
"Rv2915c" FALSE
"Rv2917" FALSE
"Rv2918c" FALSE
"Rv2920c" FALSE
"Rv2922A" FALSE
"Rv2922c" FALSE
"Rv2923c" FALSE
"Rv2924c" FALSE
"Rv2925c" FALSE
"Rv2926c" FALSE
"Rv2927c" FALSE
"Rv2928" FALSE
"Rv2929" FALSE
"Rv2930" FALSE
"Rv2931" FALSE
"Rv2932" FALSE
"Rv2933" FALSE
"Rv2934" FALSE
"Rv2935" FALSE
"Rv2936" FALSE
"Rv2937" FALSE
"Rv2938" FALSE
"Rv2939" FALSE
"Rv2940c" FALSE
"Rv2941" FALSE
"Rv2942" FALSE
"Rv2943" FALSE
"Rv2943A" FALSE
"Rv2944" FALSE
"Rv2945c" FALSE
"Rv2946c" FALSE
"Rv2947c" FALSE
"Rv2948c" FALSE
"Rv2949c" FALSE
"Rv2950c" FALSE
"Rv2951c" FALSE
"Rv2952" FALSE
"Rv2953" FALSE
"Rv2954c" FALSE
"Rv2955c" FALSE
"Rv2956" FALSE
"Rv2957" FALSE
"Rv2958c" FALSE
"Rv2959c" FALSE
"Rv2960c" FALSE
"Rv2961" FALSE
"Rv2962c" FALSE
"Rv2963" FALSE
"Rv2964" FALSE
"Rv2965c" FALSE
"Rv2966c" FALSE
"Rv2967c" FALSE
"Rv2968c" FALSE
"Rv2970A" FALSE
"Rv2970c" FALSE
"Rv2971" FALSE
"Rv2972c" FALSE
"Rv2973c" FALSE
"Rv2974c" FALSE
"Rv2975c" FALSE
"Rv2976c" FALSE
"Rv2977c" FALSE
"Rv2978c" FALSE
"Rv2979c" FALSE
"Rv2980" FALSE
"Rv2981c" FALSE
"Rv2982c" FALSE
"Rv2983" FALSE
"Rv2984" FALSE
"Rv2985" FALSE
"Rv2986c" FALSE
"Rv2989" FALSE
"Rv2990c" FALSE
"Rv2991" FALSE
"Rv2993c" FALSE
"Rv2994" FALSE
"Rv2995c" FALSE
"Rv2997" FALSE
"Rv2998" FALSE
"Rv2999" FALSE
"Rv3000" FALSE
"Rv3001c" FALSE
"Rv3002c" FALSE
"Rv3005c" FALSE
"Rv3006" FALSE
"Rv3007c" FALSE
"Rv3008" FALSE
"Rv3009c" FALSE
"Rv3010c" FALSE
"Rv3013" FALSE
"Rv3014c" FALSE
"Rv3015c" FALSE
"Rv3016" FALSE
"Rv3017c" FALSE
"Rv3018c" FALSE
"Rv3019c" FALSE
"Rv3020c" FALSE
"Rv3021c" TRUE
"Rv3022A" FALSE
"Rv3022c" TRUE
"Rv3023c" FALSE
"Rv3024c" FALSE
"Rv3025c" FALSE
"Rv3026c" FALSE
"Rv3027c" FALSE
"Rv3028c" FALSE
"Rv3029c" FALSE
"Rv3032" FALSE
"Rv3033" FALSE
"Rv3034c" FALSE
"Rv3035" FALSE
"Rv3036c" FALSE
"Rv3037c" FALSE
"Rv3038c" FALSE
"Rv3039c" FALSE
"Rv3040c" FALSE
"Rv3041c" FALSE
"Rv3042c" FALSE
"Rv3043c" FALSE
"Rv3044" FALSE
"Rv3045" FALSE
"Rv3046c" FALSE
"Rv3047c" FALSE
"Rv3048c" FALSE
"Rv3049c" FALSE
"Rv3050c" FALSE
"Rv3051c" FALSE
"Rv3052c" FALSE
"Rv3053c" FALSE
"Rv3054c" FALSE
"Rv3055" FALSE
"Rv3056" FALSE
"Rv3057c" FALSE
"Rv3058c" FALSE
"Rv3059" FALSE
"Rv3060c" FALSE
"Rv3061c" FALSE
"Rv3062" FALSE
"Rv3063" FALSE
"Rv3064c" FALSE
"Rv3065" FALSE
"Rv3066" FALSE
"Rv3067" FALSE
"Rv3068c" FALSE
"Rv3069" FALSE
"Rv3070" FALSE
"Rv3071" FALSE
"Rv3072c" FALSE
"Rv3073c" FALSE
"Rv3074" FALSE
"Rv3075c" FALSE
"Rv3076" FALSE
"Rv3077" FALSE
"Rv3078" FALSE
"Rv3079c" FALSE
"Rv3080c" FALSE
"Rv3081" FALSE
"Rv3082c" FALSE
"Rv3083" FALSE
"Rv3084" FALSE
"Rv3085" FALSE
"Rv3086" FALSE
"Rv3087" FALSE
"Rv3088" FALSE
"Rv3089" FALSE
"Rv3090" FALSE
"Rv3091" FALSE
"Rv3092c" FALSE
"Rv3093c" FALSE
"Rv3094c" FALSE
"Rv3095" FALSE
"Rv3096" FALSE
"Rv3097c" FALSE
"Rv3098c" FALSE
"Rv3099c" FALSE
"Rv3101c" FALSE
"Rv3102c" FALSE
"Rv3103c" FALSE
"Rv3104c" FALSE
"Rv3105c" FALSE
"Rv3106" FALSE
"Rv3107c" FALSE
"Rv3108" FALSE
"Rv3109" FALSE
"Rv3110" FALSE
"Rv3111" FALSE
"Rv3113" FALSE
"Rv3114" FALSE
"Rv3115" FALSE
"Rv3116" FALSE
"Rv3117" FALSE
"Rv3118" FALSE
"Rv3119" FALSE
"Rv3120" FALSE
"Rv3121" FALSE
"Rv3122" FALSE
"Rv3123" FALSE
"Rv3124" FALSE
"Rv3125c" FALSE
"Rv3127" FALSE
"Rv3129" TRUE
"Rv3130c" FALSE
"Rv3131" FALSE
"Rv3132c" FALSE
"Rv3133c" FALSE
"Rv3134c" FALSE
"Rv3135" FALSE
"Rv3136" FALSE
"Rv3137" FALSE
"Rv3138" FALSE
"Rv3139" FALSE
"Rv3140" FALSE
"Rv3141" FALSE
"Rv3142c" FALSE
"Rv3143" FALSE
"Rv3144c" FALSE
"Rv3145" FALSE
"Rv3146" FALSE
"Rv3147" FALSE
"Rv3148" FALSE
"Rv3149" FALSE
"Rv3150" FALSE
"Rv3151" FALSE
"Rv3152" FALSE
"Rv3153" FALSE
"Rv3154" FALSE
"Rv3155" FALSE
"Rv3156" FALSE
"Rv3157" FALSE
"Rv3158" FALSE
"Rv3159c" FALSE
"Rv3161c" FALSE
"Rv3162c" FALSE
"Rv3163c" FALSE
"Rv3164c" FALSE
"Rv3165c" FALSE
"Rv3166c" FALSE
"Rv3167c" FALSE
"Rv3168" FALSE
"Rv3169" FALSE
"Rv3170" FALSE
"Rv3171c" FALSE
"Rv3172c" FALSE
"Rv3173c" FALSE
"Rv3174" FALSE
"Rv3175" FALSE
"Rv3176c" FALSE
"Rv3177" FALSE
"Rv3178" FALSE
"Rv3179" FALSE
"Rv3180c" FALSE
"Rv3181c" FALSE
"Rv3182" FALSE
"Rv3183" FALSE
"Rv3184" FALSE
"Rv3185" FALSE
"Rv3186" FALSE
"Rv3187" FALSE
"Rv3188" FALSE
"Rv3189" FALSE
"Rv3190c" FALSE
"Rv3191c" FALSE
"Rv3192" FALSE
"Rv3193c" FALSE
"Rv3194c" FALSE
"Rv3195" FALSE
"Rv3196" FALSE
"Rv3196A" FALSE
"Rv3197" FALSE
"Rv3197A" FALSE
"Rv3198A" FALSE
"Rv3198c" FALSE
"Rv3199c" FALSE
"Rv3200c" FALSE
"Rv3201c" FALSE
"Rv3202c" FALSE
"Rv3203" FALSE
"Rv3204" FALSE
"Rv3205c" FALSE
"Rv3206c" FALSE
"Rv3207c" FALSE
"Rv3208" FALSE
"Rv3208A" FALSE
"Rv3209" FALSE
"Rv3210c" FALSE
"Rv3211" FALSE
"Rv3213c" FALSE
"Rv3214" FALSE
"Rv3215" FALSE
"Rv3216" TRUE
"Rv3217c" FALSE
"Rv3218" FALSE
"Rv3220c" FALSE
"Rv3223c" FALSE
"Rv3224" FALSE
"Rv3224A" FALSE
"Rv3224B" FALSE
"Rv3225c" FALSE
"Rv3226c" FALSE
"Rv3227" FALSE
"Rv3228" FALSE
"Rv3229c" FALSE
"Rv3230c" FALSE
"Rv3231c" FALSE
"Rv3232c" FALSE
"Rv3233c" TRUE
"Rv3234c" FALSE
"Rv3235" FALSE
"Rv3236c" FALSE
"Rv3237c" FALSE
"Rv3238c" FALSE
"Rv3239c" FALSE
"Rv3240c" FALSE
"Rv3241c" FALSE
"Rv3242c" FALSE
"Rv3243c" FALSE
"Rv3245c" FALSE
"Rv3247c" FALSE
"Rv3249c" FALSE
"Rv3250c" FALSE
"Rv3251c" FALSE
"Rv3252c" FALSE
"Rv3253c" FALSE
"Rv3254" FALSE
"Rv3256c" FALSE
"Rv3258c" FALSE
"Rv3259" FALSE
"Rv3261" FALSE
"Rv3262" FALSE
"Rv3263" FALSE
"Rv3264c" FALSE
"Rv3265c" FALSE
"Rv3266c" FALSE
"Rv3267" FALSE
"Rv3268" FALSE
"Rv3269" FALSE
"Rv3270" FALSE
"Rv3271c" FALSE
"Rv3272" FALSE
"Rv3273" FALSE
"Rv3274c" FALSE
"Rv3275c" FALSE
"Rv3276c" FALSE
"Rv3277" FALSE
"Rv3278c" FALSE
"Rv3280" FALSE
"Rv3282" FALSE
"Rv3283" FALSE
"Rv3284" FALSE
"Rv3285" FALSE
"Rv3286c" FALSE
"Rv3287c" FALSE
"Rv3288c" FALSE
"Rv3289c" FALSE
"Rv3290c" FALSE
"Rv3291c" FALSE
"Rv3292" FALSE
"Rv3293" FALSE
"Rv3294c" FALSE
"Rv3295" FALSE
"Rv3296" FALSE
"Rv3297" FALSE
"Rv3298c" FALSE
"Rv3299c" FALSE
"Rv3300c" FALSE
"Rv3301c" FALSE
"Rv3302c" FALSE
"Rv3303c" FALSE
"Rv3304" FALSE
"Rv3305c" FALSE
"Rv3306c" FALSE
"Rv3307" FALSE
"Rv3308" FALSE
"Rv3309c" FALSE
"Rv3310" FALSE
"Rv3311" FALSE
"Rv3312A" FALSE
"Rv3312c" FALSE
"Rv3313c" FALSE
"Rv3314c" FALSE
"Rv3316" FALSE
"Rv3317" FALSE
"Rv3318" FALSE
"Rv3319" FALSE
"Rv3320c" FALSE
"Rv3321c" FALSE
"Rv3322c" FALSE
"Rv3323c" FALSE
"Rv3324c" FALSE
"Rv3325" FALSE
"Rv3326" FALSE
"Rv3327" FALSE
"Rv3328c" FALSE
"Rv3329" FALSE
"Rv3330" FALSE
"Rv3331" FALSE
"Rv3332" FALSE
"Rv3333c" FALSE
"Rv3334" FALSE
"Rv3335c" FALSE
"Rv3336c" FALSE
"Rv3337" TRUE
"Rv3338" FALSE
"Rv3339c" FALSE
"Rv3340" FALSE
"Rv3341" FALSE
"Rv3342" FALSE
"Rv3343c" FALSE
"Rv3344c" FALSE
"Rv3345c" FALSE
"Rv3346c" FALSE
"Rv3347c" FALSE
"Rv3348" FALSE
"Rv3349c" FALSE
"Rv3350c" FALSE
"Rv3351c" FALSE
"Rv3352c" FALSE
"Rv3353c" FALSE
"Rv3354" FALSE
"Rv3355c" FALSE
"Rv3357" FALSE
"Rv3358" FALSE
"Rv3359" FALSE
"Rv3360" FALSE
"Rv3361c" FALSE
"Rv3362c" FALSE
"Rv3363c" FALSE
"Rv3364c" FALSE
"Rv3365c" FALSE
"Rv3366" FALSE
"Rv3367" FALSE
"Rv3368c" FALSE
"Rv3369" FALSE
"Rv3370c" FALSE
"Rv3371" FALSE
"Rv3373" FALSE
"Rv3374" TRUE
"Rv3375" FALSE
"Rv3376" FALSE
"Rv3377c" FALSE
"Rv3378c" FALSE
"Rv3379c" FALSE
"Rv3380c" FALSE
"Rv3381c" FALSE
"Rv3382c" FALSE
"Rv3383c" FALSE
"Rv3384c" FALSE
"Rv3385c" FALSE
"Rv3386" FALSE
"Rv3387" FALSE
"Rv3388" FALSE
"Rv3389c" FALSE
"Rv3390" FALSE
"Rv3391" FALSE
"Rv3392c" FALSE
"Rv3393" FALSE
"Rv3394c" FALSE
"Rv3395A" FALSE
"Rv3395c" FALSE
"Rv3396c" FALSE
"Rv3397c" FALSE
"Rv3398c" FALSE
"Rv3399" FALSE
"Rv3400" FALSE
"Rv3401" FALSE
"Rv3402c" FALSE
"Rv3403c" FALSE
"Rv3404c" FALSE
"Rv3405c" FALSE
"Rv3406" FALSE
"Rv3407" FALSE
"Rv3408" FALSE
"Rv3409c" FALSE
"Rv3411c" FALSE
"Rv3412" FALSE
"Rv3413c" FALSE
"Rv3414c" FALSE
"Rv3415c" FALSE
"Rv3416" FALSE
"Rv3417c" FALSE
"Rv3418c" FALSE
"Rv3419c" FALSE
"Rv3420c" FALSE
"Rv3421c" FALSE
"Rv3422c" FALSE
"Rv3424c" FALSE
"Rv3425" FALSE
"Rv3426" FALSE
"Rv3427c" FALSE
"Rv3428c" FALSE
"Rv3429" FALSE
"Rv3430c" FALSE
"Rv3431c" FALSE
"Rv3432c" FALSE
"Rv3433c" FALSE
"Rv3434c" FALSE
"Rv3435c" FALSE
"Rv3437" FALSE
"Rv3438" FALSE
"Rv3439c" FALSE
"Rv3440c" FALSE
"Rv3443c" FALSE
"Rv3444c" FALSE
"Rv3445c" FALSE
"Rv3446c" FALSE
"Rv3447c" FALSE
"Rv3448" FALSE
"Rv3449" FALSE
"Rv3450c" FALSE
"Rv3451" FALSE
"Rv3452" FALSE
"Rv3453" TRUE
"Rv3454" FALSE
"Rv3455c" FALSE
"Rv3457c" FALSE
"Rv3458c" FALSE
"Rv3459c" FALSE
"Rv3461c" FALSE
"Rv3463" FALSE
"Rv3465" FALSE
"Rv3466" FALSE
"Rv3467" FALSE
"Rv3468c" FALSE
"Rv3469c" FALSE
"Rv3470c" FALSE
"Rv3471c" FALSE
"Rv3472" FALSE
"Rv3473c" FALSE
"Rv3474" FALSE
"Rv3475" FALSE
"Rv3476c" FALSE
"Rv3477" FALSE
"Rv3478" FALSE
"Rv3479" FALSE
"Rv3480c" FALSE
"Rv3481c" FALSE
"Rv3482c" FALSE
"Rv3483c" FALSE
"Rv3484" FALSE
"Rv3485c" FALSE
"Rv3486" FALSE
"Rv3487c" FALSE
"Rv3488" FALSE
"Rv3489" FALSE
"Rv3490" FALSE
"Rv3491" FALSE
"Rv3492c" FALSE
"Rv3493c" FALSE
"Rv3494c" FALSE
"Rv3495c" FALSE
"Rv3496c" FALSE
"Rv3497c" FALSE
"Rv3498c" FALSE
"Rv3499c" FALSE
"Rv3500c" FALSE
"Rv3501c" FALSE
"Rv3502c" FALSE
"Rv3503c" FALSE
"Rv3504" FALSE
"Rv3505" FALSE
"Rv3506" FALSE
"Rv3507" FALSE
"Rv3508" FALSE
"Rv3509c" FALSE
"Rv3510c" FALSE
"Rv3511" FALSE
"Rv3512" FALSE
"Rv3513c" FALSE
"Rv3514" FALSE
"Rv3515c" FALSE
"Rv3516" FALSE
"Rv3517" FALSE
"Rv3518c" FALSE
"Rv3519" FALSE
"Rv3520c" FALSE
"Rv3521" FALSE
"Rv3522" FALSE
"Rv3523" FALSE
"Rv3524" FALSE
"Rv3525c" FALSE
"Rv3526" FALSE
"Rv3527" FALSE
"Rv3528c" FALSE
"Rv3529c" FALSE
"Rv3530c" FALSE
"Rv3531c" FALSE
"Rv3532" FALSE
"Rv3533c" FALSE
"Rv3534c" FALSE
"Rv3535c" FALSE
"Rv3536c" FALSE
"Rv3537" FALSE
"Rv3538" FALSE
"Rv3539" FALSE
"Rv3540c" FALSE
"Rv3541c" FALSE
"Rv3542c" FALSE
"Rv3543c" FALSE
"Rv3544c" FALSE
"Rv3545c" FALSE
"Rv3546" FALSE
"Rv3547" FALSE
"Rv3548c" FALSE
"Rv3549c" FALSE
"Rv3550" FALSE
"Rv3551" FALSE
"Rv3552" FALSE
"Rv3553" FALSE
"Rv3554" FALSE
"Rv3555c" FALSE
"Rv3556c" FALSE
"Rv3557c" FALSE
"Rv3558" FALSE
"Rv3559c" FALSE
"Rv3560c" FALSE
"Rv3561" FALSE
"Rv3562" FALSE
"Rv3563" FALSE
"Rv3564" FALSE
"Rv3565" FALSE
"Rv3566A" FALSE
"Rv3566c" FALSE
"Rv3567c" FALSE
"Rv3568c" FALSE
"Rv3569c" FALSE
"Rv3570c" FALSE
"Rv3571" FALSE
"Rv3572" FALSE
"Rv3573c" FALSE
"Rv3574" FALSE
"Rv3575c" FALSE
"Rv3576" FALSE
"Rv3577" FALSE
"Rv3578" FALSE
"Rv3584" FALSE
"Rv3585" FALSE
"Rv3586" FALSE
"Rv3587c" FALSE
"Rv3589" FALSE
"Rv3590c" FALSE
"Rv3591c" FALSE
"Rv3592" FALSE
"Rv3593" FALSE
